날짜	직업	등수	참가자	덱코드	대회코드	카드
2026-02-08	ナイトメア	2	8	737A0	1457027	{'ストレイホロウ・イルガンノ': 3, 'ソウルガイド・エイミー': 2, '友魂の少女・ルナ': 3, 'ソウルコンバージョン': 1, 'デッドペナルティ': 3, '憧れの飛躍・イツルギ': 3, 'ゴールドラッシュゴースト': 2, '死期を視るもの・グレモリー': 3, '幽霊支配人・アーカス': 2, '異形': 3, '大ツルハシの骸': 1, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 2, '瞑地の天宮・ムカン': 2, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 3, 'カオスルーラー・アイシィレンドリング': 2, 'ブラックスワン・オディール': 2}
2026-02-08	ロイヤル	2	8	15UKE	1457027	{'ワンダーコック': 3, '思わぬ躓き': 3, '輝ける剣撃': 3, '荒野の休息': 3, 'ブレイブ・マナ': 3, 'ハルバードウルフ': 3, 'フォックスランサー': 3, '光の道筋': 3, '王たる光・ベイリオン': 3, '王の一閃': 3, '陽だまりの邂逅': 3, '光耀の標・ミストリナ＆ベイリオン': 1, '鋼鉄と大地の神': 3, 'スパルタクス': 3}
2026-02-08	ウマ娘 プリティーダービー	3	8	2HELU	1457027	{'マンハッタンカフェ': 1, '検証、開始': 3, '見習い魔女と長い夜': 3, '夜に暁、空に瑞星': 3, 'シュヴァルグラン': 3, 'スイープトウショウ': 3, 'ヒシミラクル': 3, 'マーベラスサンデー': 3, 'おどれ・さわげ・フェスれ！': 3, 'Balliamo?': 3, 'エアシャカール': 2, '〔マチタン☆アドベンチャー〕マチカネタンホイザ': 2, 'スマートファルコン': 2, 'ドゥラメンテ': 1, '7センチの先へ': 3, '祖にして導く者': 2}
2026-02-08	プリンセスコネクト！Re:Dive	3	8	4016S	1457027	{'アネモネ': 3, 'アメス': 3, 'イノリ': 3, 'イリヤ': 1, 'シェフィ': 3, 'ネア': 3, 'ムイミ': 3, 'ペコリーヌ': 3, 'いつか、また会う未来で': 3, 'エリス': 3, 'ホマレ': 3, 'カヤ': 3, 'アキノ': 3, 'ライラエル': 3}
2026-02-08	アイドルマスター シンデレラガールズ	3	8	YMBW	1457027	{'〔シンデレラガール〕北条加蓮': 3, '〔シンデレラガール〕塩見周子': 3, '〔ソング・フォー・ライフ〕北条加蓮': 3, '鷹富士茄子': 3, '〔individuals〕森久保乃々': 3, '〔シンデレラガール〕渋谷凛': 3, '〔チャーミング・スウィート〕二宮飛鳥': 3, '〔光を捕まえて〕アナスタシア': 3, '〔朱華色の夢〕藤原肇': 3, '島村卯月': 3, '〔Triad Primus〕渋谷凛': 3, '岡崎泰葉': 3, '〔シンデレラガール〕神崎蘭子': 3, '〔オーバー・ザ・レインボー〕神谷奈緒': 1}
2026-02-08	ロイヤル	3	8	7N784	1457027	{'ばーくがる': 3, 'ベルエンジェル・リア': 3, 'ベルエンジェル': 3, '思わぬ躓き': 1, 'タイラントオーダー': 1, '反転する翼': 3, 'フォーリンショット': 3, '天使の泉': 3, 'グランスエンジェル': 3, '天界の尖兵': 3, '天使の恩寵': 3, 'カースドクイーン・ナハト・ナハト': 3, 'スパルタクス': 3, '勇壮の堕天使・オリヴィエ': 3, 'カオティックエンジェル': 2}
2026-02-08	エルフ	3	8	1FF1J	1457027	{'アクティブエルフ・メイ': 2, 'コッコロ': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 1, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 2, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 3, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 2, '凍土の女王・ピアシィ': 2, 'アナスタシア': 2}
2026-02-08	ナイトメア	3	8	68FR4	1457027	{'ストレイホロウ・イルガンノ': 3, 'ソウルガイド・エイミー': 2, '友魂の少女・ルナ': 3, 'ソウルコンバージョン': 2, 'デッドペナルティ': 3, '憧れの飛躍・イツルギ': 3, 'ゴールドラッシュゴースト': 2, '死期を視るもの・グレモリー': 3, '異形': 3, '大ツルハシの骸': 1, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 3, '瞑地の天宮・ムカン': 2, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 3, 'カオスルーラー・アイシィレンドリング': 2, 'ブラックスワン・オディール': 2}
2026-02-08	ドラゴン	1	8	2B0PJ	1451206	{'ブレイジングブレス': 3, '干絶の飢餓・ギルネリーゼ': 3, 'ブリザードハート・フィルレイン': 3, 'ドラゴニュートの威圧': 3, '夢見りあむが見た夢': 1, '竜の託宣': 3, 'いつか、また会う未来で': 3, '天使の恩寵': 1, '魔竜導師 キンナラ': 3, '竜の怒り': 3, '銀氷の吹雪': 1, '《世界》・ゼルガネイア': 3, '勇壮の堕天使・オリヴィエ': 1, '灼熱の嵐': 3, '邪智の竜・ファフニール': 3, 'リントヴルム': 3}
2026-02-08	エルフ	1	8	6F596	1451206	{'コッコロ': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 2, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 3, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 2, '迸る光明・アポロン': 2, 'アナスタシア': 2}
2026-02-08	プリンセスコネクト！Re:Dive	1	8	46ZDQ	1451206	{'オーロラヒーリング': 2, 'コールオブギルド': 3, 'アメス': 2, 'キョウカ': 3, 'クロエ': 3, 'チエル': 3, 'ムイミ': 3, '真理と実存の共同幻想': 3, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 3, 'ユニ': 3}
2026-02-08	プリンセスコネクト！Re:Dive	1	8	6E4RN	1451206	{'ユイ': 1, 'オーロラヒーリング': 2, 'コールオブギルド': 3, 'クロエ': 3, 'シェフィ': 3, 'チエル': 3, 'ムイミ': 3, '真理と実存の共同幻想': 2, 'ダークエクリプス': 2, 'ちぇるちぇる☆かあにばる': 3, 'ペコリーヌ': 2, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 2, 'ホマレ': 2, 'ユニ': 3}
2026-02-08	エルフ	1	8	4DANU	1451206	{'アクティブエルフ・メイ': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 1, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 2, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 3, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 3, '凍土の女王・ピアシィ': 3, '〔よくばりサニーバカンス〕アナスタシア': 2}
2026-02-08	ナイトメア	1	8	17SR6	1451206	{'友魂の少女・ルナ': 3, '憧れの飛躍・イツルギ': 3, '一刀の幽鬼・カゲロウ': 3, '齧りの鼠': 3, '死期を視るもの・グレモリー': 2, 'シルヴァリーブレイダー': 3, 'ヒシミラクル': 3, 'ブラッドロード・ユヅキ': 3, '葬りの狼・ヴェッド': 3, '貪りの蛇': 3, '魂の一刀': 2, '光の道筋': 2, '佰死の三日月': 3, '佰亡の満月': 1, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 3}
2026-02-08	ナイトメア	3	8	3VWJQ	1451206	{'ストレイホロウ・イルガンノ': 3, 'ソウルガイド・エイミー': 2, '友魂の少女・ルナ': 3, 'デッドペナルティ': 2, '憧れの飛躍・イツルギ': 3, 'ゴールドラッシュゴースト': 2, '死期を視るもの・グレモリー': 3, '幽霊支配人・アーカス': 2, '異形': 3, '大ツルハシの骸': 2, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 3, '瞑地の天宮・ムカン': 2, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 3, 'カオスルーラー・アイシィレンドリング': 2, 'ブラックスワン・オディール': 2}
2026-02-08	ロイヤル	3	8	2W63A	1451206	{'アヴァリティア': 3, '鮮やかな奪取': 3, '極意たる空絶': 3, 'タイラントオーダー': 1, 'アサルトバンデッド': 3, 'アルセーヌ・ルパン': 3, 'オネストシーフ': 3, '干絶の飢餓・ギルネリーゼ': 3, '簒奪の絶傑・オクトリス': 3, '月の刃・リオード': 3, '簒奪の蛇剣': 3, '真理の騎士 ゴードン': 3, '空絶の簒奪・オクトリス': 3, 'カースドクイーン・ナハト・ナハト': 3}
2026-02-08	プリンセスコネクト！Re:Dive	3	8	708BW	1451206	{'オーロラヒーリング': 2, 'コールオブギルド': 3, 'キョウカ': 3, 'クロエ': 3, 'チエル': 3, 'マホ': 2, '真理と実存の共同幻想': 2, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'ペコリーヌ': 2, 'いつか、また会う未来で': 3, 'エリス': 2, 'キャル': 3, 'ランファ': 3, 'ユニ': 3}
2026-02-08	ナイトメア	3	8	51E5S	1451206	{'ストレイホロウ・イルガンノ': 3, 'ソウルガイド・エイミー': 3, '友魂の少女・ルナ': 3, 'デッドペナルティ': 3, '憧れの飛躍・イツルギ': 3, 'ゴールドラッシュゴースト': 2, '死期を視るもの・グレモリー': 3, '異形': 3, '大ツルハシの骸': 2, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 3, '瞑地の天宮・ムカン': 2, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 3, 'カオスルーラー・アイシィレンドリング': 2, 'ブラックスワン・オディール': 2}
2026-02-08	ドラゴン	3	8	V034	1451206	{'侮蔑の隠者': 3, '灯火の烈絶': 3, '侮蔑の炎爪': 3, '侮蔑の嘲笑': 2, '干絶の飢餓・ギルネリーゼ': 2, '侮蔑の狂信者': 3, '侮蔑の従者': 3, '覇極': 3, '竜の託宣': 3, '侮蔑の使徒': 3, '烈絶の崇拝者': 3, 'いつか、また会う未来で': 3, '侮蔑の絶傑・ガルミーユ': 3, '烈絶の侮蔑・ガルミーユ': 3}
2026-02-08	プリンセスコネクト！Re:Dive	3	8	4BAY0	1451206	{'オーロラヒーリング': 2, 'コールオブギルド': 3, 'クロエ': 3, 'シェフィ': 3, 'チエル': 3, 'マホ': 3, '真理と実存の共同幻想': 2, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'ペコリーヌ': 2, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 2, 'ランファ': 2, 'ユニ': 3}
